volume,image_number,head,entry,topic,xref,see,index,item,selection,full_image
Volume 2,109,,351,Holland,1355 [Holland],,Holland|neatherlands|netherlands,#item-b3ce4051c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/262,249,3055,401/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,351,Switzerland,1371 [Swissers],,Switzers,#item-858aa962b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/232,531,3095,219/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,351,Captivity,Slavery,,captivity,#item-af662efcf,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/258,700,3081,369/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,352,Erbpacht,568 [Rent or Revenue],,Erbpacht|quitrent|tenant,#item-24531e75e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/212,974,3133,385/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,352,Strife,2167 [Strife],,quarrel|strife,#item-779c1051e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/291,1297,3057,541/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,353,Columbus,,,Columbus,#item-5255c802a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/269,1729,3068,380/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,353,Francis Drake,,,Fr. Drake,#item-4b76e57f1,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/288,2123,3007,261/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,354,Ship,Navigation|Sailer|2032 [Ship],,ship,#item-a33958f96,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/272,2397,3026,622/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,354,To acknowledge,,,acknowledgmt,#item-734bbf74d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/290,2941,3015,205/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,355,Old and Obsolete,4507 [PAGE_MISSING]|4599 [PAGE_MISSING],,obsolete|old,#item-71f389656,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/337,3170,2964,778/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,356,Allways,Eternity|1043 [Always],,always,#item-ff6d336c0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/356,3810,2968,626/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,109,,357,Neutrality,4495 [Neutrality],,neutrality,#item-5eca043a1,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/303,4354,3016,695/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0576/full/full/0/default.jpg
Volume 2,110,,358,Unsensible,1070 [Insensible],,unsensible,#item-39cd85504,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/823,254,2916,458/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,358,to Treat,1408 [entertainmt],,to treat|entertainmt,#item-26865503b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/855,676,2861,400/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,359,Unspeakable,,,unspeakable|inexpressible,#item-624fec721,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/859,1030,2920,387/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,359,Meat,2156 [Meat],,meat|victuals,#item-ad05ebbaa,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/871,1375,2892,486/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,360,Canting,,,canting|gibberish,#item-e77af5974,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/809,1805,2960,416/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,360,a Sentence,,,sentences,#item-a727dccec,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/884,2190,2835,308/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,361,a little Giant,,,giant,#item-56792b1f6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/865,2413,2873,515/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,361,Branches,,,branch,#item-75a66df73,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/865,2901,2883,365/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,362,Conviction,1706 [Conviction],,conviction,#item-4a9f158fa,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/881,3211,2862,542/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,362,a Shingle,472 [Roof],,shingle|tile|roof,#item-b6a18791f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/888,3710,2878,243/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,363,Annulling,1795 [Abrogation],,annulling|abolishing,#item-3ae2217a9,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/877,3914,2909,536/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,110,,364,Complaint,discontentmt|367 [Complaint],,[NOT_IN_INDEX],#item-7e2983a98,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/889,4373,2850,544/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0577/full/full/0/default.jpg
Volume 2,111,,365,Discern,989 [Spiritual Discerning],,discerning,#item-a41832c39,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/247,242,3043,467/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,365,Superlative,Incomparable,,superlative,#item-50d9a529b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/276,607,3036,395/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,366,Preface,prefatory discourse|1558 [Preface],,preface,#item-b83318ff4,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/321,969,2981,891/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,367,Cry,Noise|2214 [Cry],,cry,#item-be4394b7e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/351,1751,2952,362/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,367,Cryer,,,[NOT_IN_INDEX],#item-70db08a6f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/339,2011,1715,187/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,367,Complaint,Murmuring,,complaint,#item-c21b29204,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/337,2135,2961,336/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,368,Root,,,root,#item-aff2e40ca,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/359,2354,2935,487/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,368,Hemlock,,,hemlock,#item-f26dd5da5,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/330,2939,1540,243/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,369,Incendiary,,,incendiary,#item-ad04654e6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/327,3183,2973,335/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,369,To Kindle,,,to kindle,#item-8929deaf0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/326,3442,2975,213/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,369,To rake up,672 [To Burn],,[NOT_IN_INDEX],#item-54b30ed73,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/358,3585,2945,303/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,370,Storm,,,storm|waves,#item-adb730941,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/373,3840,2946,464/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,370,to Storm a town,,,[NOT_IN_INDEX],#item-833fb27cf,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/351,4218,2960,229/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,371,small pocks,,,pocks small|smallpooks,#item-51eb5fac5,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/347,4348,2964,304/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,111,,371,Leak or leakage,,,close|to leak,#item-72c98f8f1,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/364,4654,2940,205/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0578/full/full/0/default.jpg
Volume 2,112,,372,Grafting,361 [Branches],,grafting,#item-2973e0a83,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/867,251,2978,354/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/full/full/0/default.jpg
Volume 2,112,,372,To lop Trees,659 [Surge],,[NOT_IN_INDEX],#item-f50a7ed3e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/885,612,2959,171/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/full/full/0/default.jpg
Volume 2,112,,372,Stroker,,,stroker,#item-9fd3e139d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/866,739,2945,194/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/full/full/0/default.jpg
Volume 2,112,,373,Heterodox,false Teachers,,doctrine false|heterodox,#item-d206528e7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/877,940,2945,523/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/full/full/0/default.jpg
Volume 2,112,,374,Brevity,Diminishing,,abstract|brevity|compendium|&c,#item-a456e5f33,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/888,1454,2932,931/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/full/full/0/default.jpg
Volume 2,112,,375,Backbiting,Calumny|Slander|444 [Too Wise],,backbiting,#item-97a5afcbd,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/857,2271,2963,1583/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/full/full/0/default.jpg
Volume 2,112,,377,Popularity,Temporising,,popularity,#item-913712dc1,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/860,3788,2921,630/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/full/full/0/default.jpg
Volume 2,112,,379,Reconciliatio universalis,,,reconciliation universal,#item-3d6b36991,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/863,4387,2915,644/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/full/full/0/default.jpg
Volume 2,112,,379,Yet,,,yet,#item-578783bd9,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/815,4725,2966,336/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0579/full/full/0/default.jpg
Volume 2,113,,380,Course Complements,4496 [PAGE_MISSING],,complements,#item-4202f0473,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/333,245,2977,742/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,381,Principal,2174 [Chief],,chief,#item-eb6e4634c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/338,944,2957,317/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,381,Invective,Chide|680 [Scheltwort]|4611 [PAGE_MISSING],,invective,#item-9f76ab86c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/335,1221,2940,415/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,382,Neger or Negro,1628 [Negro],,moor,#item-5ed832a75,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/319,1562,2967,807/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,383,Clouds,,,cloud|skie|vapours,#item-2dbe328cb,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/312,2282,2922,233/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,383,Firmament,,,firmamt,#item-851ff5f6f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/312,2456,2945,208/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,383,A mist,,,mist,#item-b69c7c8c2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/321,2582,2933,320/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,383,Rime upon the ground,,,rime. reiff,#item-88f87593a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/313,2835,2790,148/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,384,Wilderness,,,wilderness,#item-97f21c9c9,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/338,3018,2978,377/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,384,Fraud,1137 [Fraud],,fraud,#item-e247e393e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/342,3466,2932,391/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,385,Sight,eye|To See|Vision,,seeing|sight,#item-6a45c63fa,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/324,3784,2979,664/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,113,,386,Upbraid,,,to upbraid,#item-f373447a3,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/320,4362,3007,370/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0580/full/full/0/default.jpg
Volume 2,114,,387,Martyrs,Magnanimity|1165 [Martyrs],,martyr,#item-2f3e1195e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/960,213,2846,828/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/full/full/0/default.jpg
Volume 2,114,,388,(New) Jerusalem,,,Jerusalem,#item-e63eefd1c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/937,970,2840,642/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/full/full/0/default.jpg
Volume 2,114,,389,Adam,Old adam|2125 [Adam],,Adam,#item-771ab2490,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/894,1561,2916,581/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/full/full/0/default.jpg
Volume 2,114,,389,a Republick,,,republick,#item-c59084acb,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/959,2096,2816,266/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/full/full/0/default.jpg
Volume 2,114,,390,Justification,Imputation|1017 [Justification],,justification,#item-811b28e3d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/940,2333,2829,830/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/full/full/0/default.jpg
Volume 2,114,,391,America,1527 [America],,America,#item-ec672fb3a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/933,3083,2807,583/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/full/full/0/default.jpg
Volume 2,114,,391,European,,,europe,#item-9bdc2d418,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/945,3598,2842,295/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/full/full/0/default.jpg
Volume 2,114,,392,Allegiance,Subject|2290 [Allegiance],,allegiance,#item-9a607a3a6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/950,3792,2821,473/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/full/full/0/default.jpg
Volume 2,114,,392,Press,,,press,#item-7d8ceccc6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/909,4176,2867,195/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/full/full/0/default.jpg
Volume 2,114,,393,Teacher,1031 [Teachers],,teachers,#item-70e1ce099,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/941,4373,2868,665/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0581/full/full/0/default.jpg
Volume 2,115,,394,George Fox,563 [George Fox],,Geo: Fox,#item-6539fcec2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/320,234,3032,775/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/full/full/0/default.jpg
Volume 2,115,,395,Cloister,,,cloister,#item-9b35722cd,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/310,975,3038,652/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/full/full/0/default.jpg
Volume 2,115,,396,to suffer Shipwrack,,,shipwrack,#item-f1307b34e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/331,1560,3007,506/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/full/full/0/default.jpg
Volume 2,115,,396,To Kick,,,to kick,#item-a0dd4fadf,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/341,1984,2928,244/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/full/full/0/default.jpg
Volume 2,115,,396,To tread (: down :) upon,,,to tread upon,#item-1ed6e8073,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/311,2161,2959,223/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/full/full/0/default.jpg
Volume 2,115,,397,Faith,1693 [Faith],,Faith,#item-e029f2dbe,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/350,2322,2896,738/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/full/full/0/default.jpg
Volume 2,115,,397,to Shut,,,to shut,#item-8434d858b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/364,2899,2880,314/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0582/full/full/0/default.jpg
